state,statefp,county,countyfp,year,month,trap_type,num_collection_events,num_sites,num_trap_nights,num_aegypti_collected,num_albopictus_collected,num_collections_aegypti,num_collections_albopictus
Florida,12,Lee,071,2010,4,CO2,116,20,116,10,21,4,8
Florida,12,Lee,071,2010,5,CO2,130,20,130,15,56,5,15
Florida,12,Lee,071,2010,6,CO2,131,20,131,12,162,3,34
Florida,12,Lee,071,2010,7,CO2,122,20,122,0,203,0,34
Florida,12,Lee,071,2010,8,CO2,147,20,147,10,105,6,37
Florida,12,Lee,071,2010,9,CO2,116,20,116,6,166,2,23
Florida,12,Lee,071,2010,10,CO2,120,20,120,9,57,5,14
Florida,12,Lee,071,2010,11,CO2,94,20,94,3,24,1,10
Florida,12,Lee,071,2011,1,CO2,100,20,100,2,1,2,1
Florida,12,Lee,071,2011,2,CO2,107,20,107,1,8,1,5
Florida,12,Lee,071,2011,3,CO2,124,20,124,0,6,0,6
Florida,12,Lee,071,2011,4,CO2,84,20,84,6,46,3,18
Florida,12,Lee,071,2011,5,CO2,146,20,146,12,98,7,27
Florida,12,Lee,071,2011,6,CO2,116,20,116,36,111,8,26
Florida,12,Lee,071,2011,7,CO2,123,20,123,40,179,5,15
Florida,12,Lee,071,2011,8,CO2,148,20,148,28,170,5,21
Florida,12,Lee,071,2011,9,CO2,124,20,124,3,93,2,12
Florida,12,Lee,071,2011,10,CO2,138,20,138,347,55,11,9
Florida,12,Lee,071,2011,11,CO2,102,20,102,3,113,2,14
Florida,12,Lee,071,2011,12,CO2,15,10,15,0,0,0,0
Florida,12,Lee,071,2012,1,CO2,104,20,104,7,5,4,4
Florida,12,Lee,071,2012,2,CO2,100,20,100,2,0,2,0
Florida,12,Lee,071,2012,3,CO2,97,20,97,6,10,4,4
Florida,12,Lee,071,2012,4,CO2,129,20,129,12,43,7,13
Florida,12,Lee,071,2012,5,CO2,139,20,139,26,40,11,15
Florida,12,Lee,071,2012,6,CO2,135,20,135,102,179,32,32
Florida,12,Lee,071,2012,7,CO2,137,20,137,71,137,16,26
Florida,12,Lee,071,2012,8,CO2,124,20,124,27,74,10,15
Florida,12,Lee,071,2012,9,CO2,130,20,130,19,159,6,15
Florida,12,Lee,071,2012,10,CO2,135,20,135,19,113,6,20
Florida,12,Lee,071,2012,11,CO2,114,20,114,2,21,2,10
Florida,12,Lee,071,2012,12,CO2,58,20,58,0,11,0,4
Florida,12,Lee,071,2013,1,CO2,115,20,115,11,11,3,7
Florida,12,Lee,071,2013,2,CO2,93,20,93,2,3,2,3
Florida,12,Lee,071,2013,3,BGS,1,1,1,0,0,0,0
Florida,12,Lee,071,2013,3,CO2,117,20,117,2,2,2,2
Florida,12,Lee,071,2013,4,BGS,4,2,4,29,17,4,3
Florida,12,Lee,071,2013,4,CO2,102,19,102,11,9,4,5
Florida,12,Lee,071,2013,5,BGS,6,2,6,126,0,6,0
Florida,12,Lee,071,2013,5,CO2,119,20,119,23,33,15,13
Florida,12,Lee,071,2013,6,BGS,3,2,3,44,29,3,2
Florida,12,Lee,071,2013,6,CO2,143,20,143,104,139,31,27
Florida,12,Lee,071,2013,7,BGS,4,2,4,45,30,3,2
Florida,12,Lee,071,2013,7,CO2,141,20,141,213,376,15,21
Florida,12,Lee,071,2013,8,BGS,4,2,4,18,61,3,3
Florida,12,Lee,071,2013,8,CO2,137,20,137,88,116,15,20
Florida,12,Lee,071,2013,9,BGS,4,2,4,0,1,0,1
Florida,12,Lee,071,2013,9,CO2,165,20,165,54,177,12,26
Florida,12,Lee,071,2013,10,BGS,10,2,10,2,3,1,1
Florida,12,Lee,071,2013,10,CO2,132,20,132,15,81,11,21
Florida,12,Lee,071,2013,11,BGS,4,2,4,2,5,1,2
Florida,12,Lee,071,2013,11,CO2,91,20,91,13,20,10,12
Florida,12,Lee,071,2013,12,CO2,60,20,60,3,6,2,3
Florida,12,Lee,071,2014,1,BGS,2,2,2,0,0,0,0
Florida,12,Lee,071,2014,1,CO2,85,20,85,13,3,6,3
Florida,12,Lee,071,2014,2,BGS,8,2,8,5,5,2,2
Florida,12,Lee,071,2014,2,CO2,117,20,117,5,20,5,8
Florida,12,Lee,071,2014,3,BGS,6,2,6,9,0,4,0
Florida,12,Lee,071,2014,3,CO2,145,20,145,6,26,5,12
Florida,12,Lee,071,2014,4,BGS,2,2,2,18,6,2,2
Florida,12,Lee,071,2014,4,CO2,123,20,123,27,41,12,15
Florida,12,Lee,071,2014,5,BGS,3,2,3,84,14,3,1
Florida,12,Lee,071,2014,5,CO2,117,20,117,53,44,17,13
Florida,12,Lee,071,2014,6,BGS,5,2,5,71,25,5,3
Florida,12,Lee,071,2014,6,CO2,164,20,164,65,205,21,32
Florida,12,Lee,071,2014,7,BGS,4,3,4,419,98,4,2
Florida,12,Lee,071,2014,7,CO2,135,20,135,88,203,14,18
Florida,12,Lee,071,2014,8,BGS,9,3,9,111,53,5,4
Florida,12,Lee,071,2014,8,CO2,148,20,148,90,247,13,24
Florida,12,Lee,071,2014,9,BGS,6,3,6,18,5,3,2
Florida,12,Lee,071,2014,9,CO2,143,20,143,40,116,11,20
Florida,12,Lee,071,2014,10,BGS,1,1,1,0,0,0,0
Florida,12,Lee,071,2014,10,CO2,124,20,124,26,90,6,15
Florida,12,Lee,071,2014,11,BGS,2,2,2,41,4,2,1
Florida,12,Lee,071,2014,11,CO2,32,19,32,570,2,5,2
Florida,12,Lee,071,2014,12,CO2,2,2,2,1,0,1,0
Florida,12,Manatee,081,2017,5,CO2,24,23,24,48,4,6,1
Florida,12,Manatee,081,2017,6,CO2,493,78,493,368,544,52,44
Florida,12,Manatee,081,2017,7,CO2,539,57,539,509,401,51,26
Florida,12,Manatee,081,2017,8,CO2,428,57,428,196,437,35,45
Florida,12,Manatee,081,2017,9,CO2,326,55,326,180,184,14,16
Florida,12,Manatee,081,2017,10,CO2,461,56,461,110,44,19,11
Florida,12,Manatee,081,2017,11,CO2,147,20,147,2,16,2,10
Florida,12,Manatee,081,2017,12,CO2,19,19,19,1,3,1,3
Florida,12,Manatee,081,2018,5,CO2,94,54,94,199,1,6,1
Florida,12,Manatee,081,2018,6,CO2,411,57,411,422,354,46,43
Florida,12,Manatee,081,2018,7,CO2,505,57,505,287,436,45,56
Florida,12,Manatee,081,2018,8,CO2,415,59,415,138,135,40,29
Florida,12,Manatee,081,2018,9,CO2,461,58,461,215,59,34,17
Florida,12,Manatee,081,2018,10,CO2,382,58,382,103,23,31,13
Florida,12,Manatee,081,2018,11,CO2,26,13,26,0,1,0,1
Florida,12,Martin,085,2015,12,CO2,21,21,63,0,0,0,0
Florida,12,Martin,085,2016,1,CO2,84,21,588,0,0,0,0
Florida,12,Martin,085,2016,2,CO2,105,21,735,0,0,0,0
Florida,12,Martin,085,2016,3,CO2,84,21,588,0,0,0,0
Florida,12,Martin,085,2016,4,CO2,84,21,588,0,0,0,0
Florida,12,Martin,085,2016,5,CO2,105,21,735,107,0,2,0
Florida,12,Martin,085,2016,6,CO2,84,21,588,82,0,1,0
Florida,12,Martin,085,2016,7,CO2,84,21,588,32,0,2,0
Florida,12,Martin,085,2016,8,CO2,105,21,735,331,0,12,0
Florida,12,Martin,085,2016,9,CO2,84,21,588,193,1,4,1
Florida,12,Martin,085,2016,10,CO2,105,21,735,70,0,1,0
Florida,12,Martin,085,2016,11,CO2,84,21,588,0,0,0,0
Florida,12,Martin,085,2016,12,CO2,67,25,445,0,0,0,0
Florida,12,Martin,085,2017,1,CO2,130,26,910,0,0,0,0
Florida,12,Martin,085,2017,2,CO2,104,26,728,0,0,0,0
Florida,12,Martin,085,2017,3,CO2,104,26,728,0,0,0,0
Florida,12,Martin,085,2017,4,CO2,104,26,728,0,0,0,0
Florida,12,Martin,085,2017,5,CO2,124,26,868,573,24,18,2
Florida,12,Martin,085,2017,6,CO2,96,24,672,2025,0,35,0
Florida,12,Martin,085,2017,7,CO2,124,27,858,1271,0,40,0
Florida,12,Martin,085,2017,8,CO2,108,27,756,363,0,29,0
Florida,12,Martin,085,2017,9,CO2,108,27,756,241,0,12,0
Florida,12,Martin,085,2017,10,CO2,135,27,945,581,5,30,2
Florida,12,Martin,085,2017,11,CO2,108,27,756,488,16,32,3
Florida,12,Martin,085,2017,12,CO2,108,27,756,221,17,24,3
Florida,12,Martin,085,2018,1,CO2,439,21,441,45,1,5,1
Florida,12,Martin,085,2018,2,CO2,418,21,420,74,2,8,2
Florida,12,Martin,085,2018,3,CO2,462,21,462,75,0,6,0
Florida,12,Martin,085,2018,4,CO2,441,21,441,194,0,8,0
Florida,12,Martin,085,2018,5,CO2,460,21,462,782,0,8,0
Florida,12,Martin,085,2018,6,CO2,435,21,441,3381,0,9,0
Florida,12,Martin,085,2018,7,CO2,435,21,441,1770,0,8,0
Florida,12,Martin,085,2018,8,CO2,472,21,483,518,1,7,1
Florida,12,Martin,085,2018,9,CO2,378,21,399,402,0,9,0
Florida,12,Martin,085,2018,10,CO2,450,21,483,281,0,7,0
Florida,12,Martin,085,2018,11,CO2,368,21,399,219,0,9,0
Florida,12,Martin,085,2018,12,CO2,369,21,399,259,5,6,2
Florida,12,Miami-Dade,086,2007,7,CO2,12,12,24,80,70,3,2
Florida,12,Miami-Dade,086,2007,8,CO2,47,12,94,196,346,18,20
Florida,12,Miami-Dade,086,2007,9,CO2,35,12,70,160,368,13,13
Florida,12,Miami-Dade,086,2007,10,CO2,32,12,64,80,402,13,13
Florida,12,Miami-Dade,086,2007,11,CO2,19,12,38,68,122,8,5
Florida,12,Miami-Dade,086,2007,12,CO2,17,12,22,32,93,4,4
Florida,12,Miami-Dade,086,2008,1,CO2,24,12,24,11,56,6,6
Florida,12,Miami-Dade,086,2008,2,CO2,21,12,21,35,255,7,5
Florida,12,Miami-Dade,086,2008,3,CO2,31,12,31,30,203,10,8
Florida,12,Miami-Dade,086,2008,4,CO2,34,22,34,45,136,14,10
Florida,12,Miami-Dade,086,2008,5,CO2,42,13,42,87,202,21,12
Florida,12,Miami-Dade,086,2008,6,CO2,9,9,9,22,11,5,2
Florida,12,Miami-Dade,086,2009,1,CO2,21,13,21,3,4,3,2
Florida,12,Miami-Dade,086,2009,2,CO2,23,13,23,4,27,3,3
Florida,12,Miami-Dade,086,2009,3,CO2,31,13,31,13,8,4,3
Florida,12,Miami-Dade,086,2009,4,CO2,29,17,29,11,6,7,6
Florida,12,Miami-Dade,086,2009,5,CO2,25,17,25,37,27,10,4
Florida,12,Miami-Dade,086,2009,6,CO2,60,16,60,131,271,23,23
Florida,12,Miami-Dade,086,2009,7,CO2,52,16,53,95,170,19,17
Florida,12,Miami-Dade,086,2009,8,CO2,64,16,64,94,117,22,16
Florida,12,Miami-Dade,086,2009,9,CO2,69,20,69,138,117,30,21
Florida,12,Miami-Dade,086,2009,10,CO2,67,18,67,54,219,25,23
Florida,12,Miami-Dade,086,2009,11,CO2,33,17,33,26,46,9,12
Florida,12,Miami-Dade,086,2009,12,CO2,32,17,32,20,52,9,12
Florida,12,Miami-Dade,086,2010,1,CO2,17,17,17,4,8,4,5
Florida,12,Miami-Dade,086,2010,2,CO2,25,17,25,9,40,4,10
Florida,12,Miami-Dade,086,2010,3,CO2,34,17,34,11,7,8,6
Florida,12,Miami-Dade,086,2010,4,CO2,33,17,33,17,35,9,11
Florida,12,Miami-Dade,086,2010,5,CO2,85,17,85,190,249,40,39
Florida,12,Miami-Dade,086,2010,6,CO2,65,17,65,361,280,34,31
Florida,12,Miami-Dade,086,2010,7,CO2,67,17,67,230,254,37,34
Florida,12,Miami-Dade,086,2010,8,CO2,84,17,84,367,316,45,43
Florida,12,Miami-Dade,086,2010,9,CO2,66,17,66,223,223,33,33
Florida,12,Miami-Dade,086,2010,10,CO2,43,17,43,61,61,19,12
Florida,12,Miami-Dade,086,2010,11,CO2,41,17,41,44,45,17,12
Florida,12,Miami-Dade,086,2010,12,CO2,9,9,9,7,3,3,2
Florida,12,Miami-Dade,086,2011,1,CO2,43,18,60,35,22,11,6
Florida,12,Miami-Dade,086,2011,2,CO2,34,17,34,71,20,19,9
Florida,12,Miami-Dade,086,2011,3,CO2,37,20,38,80,9,15,7
Florida,12,Miami-Dade,086,2011,4,CO2,36,20,37,227,40,23,10
Florida,12,Miami-Dade,086,2011,5,CO2,58,20,58,519,129,44,20
Florida,12,Miami-Dade,086,2011,6,CO2,48,19,48,417,99,37,15
Florida,12,Miami-Dade,086,2011,7,CO2,51,17,58,474,262,39,17
Florida,12,Miami-Dade,086,2011,8,CO2,59,13,59,339,78,35,10
Florida,12,Miami-Dade,086,2011,9,CO2,50,15,50,214,31,27,7
Florida,12,Miami-Dade,086,2011,10,CO2,57,13,57,166,56,25,11
Florida,12,Miami-Dade,086,2011,11,CO2,45,14,45,28,24,14,10
Florida,12,Miami-Dade,086,2011,12,CO2,31,12,31,9,4,6,2
Florida,12,Miami-Dade,086,2012,3,CO2,118,31,118,69,23,26,9
Florida,12,Miami-Dade,086,2012,4,CO2,149,32,149,209,57,47,23
Florida,12,Miami-Dade,086,2012,5,CO2,120,32,120,323,198,51,36
Florida,12,Miami-Dade,086,2012,6,CO2,124,31,124,336,197,49,30
Florida,12,Miami-Dade,086,2012,7,CO2,155,31,155,213,198,30,46
Florida,12,Miami-Dade,086,2012,8,CO2,124,32,124,116,171,38,44
Florida,12,Miami-Dade,086,2012,9,CO2,124,31,124,119,144,37,41
Florida,12,Miami-Dade,086,2012,10,CO2,155,31,155,114,112,45,46
Florida,12,Miami-Dade,086,2012,11,CO2,92,31,92,12,15,7,10
Florida,12,Miami-Dade,086,2012,12,CO2,90,30,90,11,17,5,8
Florida,12,Miami-Dade,086,2013,1,CO2,120,30,120,12,4,8,4
Florida,12,Miami-Dade,086,2013,2,CO2,120,30,120,32,8,16,6
Florida,12,Miami-Dade,086,2013,3,CO2,120,30,120,41,4,18,3
Florida,12,Miami-Dade,086,2013,4,CO2,152,32,152,108,46,38,19
Florida,12,Miami-Dade,086,2013,5,CO2,124,31,124,186,98,51,29
Florida,12,Miami-Dade,086,2013,6,CO2,124,31,124,318,243,56,51
Florida,12,Miami-Dade,086,2013,7,CO2,155,31,155,443,434,74,67
Florida,12,Miami-Dade,086,2013,8,CO2,124,31,124,160,213,42,49
Florida,12,Miami-Dade,086,2013,9,CO2,155,31,155,123,224,46,51
Florida,12,Miami-Dade,086,2013,10,CO2,120,30,120,102,151,32,35
Florida,12,Miami-Dade,086,2013,11,CO2,120,30,120,33,49,13,18
Florida,12,Miami-Dade,086,2013,12,CO2,90,30,90,46,63,18,14
Florida,12,Miami-Dade,086,2014,1,CO2,120,30,120,37,28,15,7
Florida,12,Miami-Dade,086,2014,2,CO2,120,30,120,86,57,26,18
Florida,12,Miami-Dade,086,2014,3,CO2,120,30,120,85,37,31,16
Florida,12,Miami-Dade,086,2014,4,CO2,120,30,120,89,24,27,10
Florida,12,Miami-Dade,086,2014,5,CO2,120,30,120,261,74,55,23
Florida,12,Miami-Dade,086,2014,6,CO2,150,30,150,494,293,69,46
Florida,12,Miami-Dade,086,2014,7,CO2,120,30,120,430,434,56,47
Florida,12,Miami-Dade,086,2014,8,CO2,120,30,120,202,287,38,40
Florida,12,Miami-Dade,086,2014,9,CO2,150,30,150,194,251,46,51
Florida,12,Miami-Dade,086,2014,10,CO2,120,30,120,91,202,30,36
Florida,12,Miami-Dade,086,2014,11,CO2,120,30,120,60,80,24,16
Florida,12,Miami-Dade,086,2014,12,CO2,90,30,90,39,51,11,13
Florida,12,Miami-Dade,086,2015,1,CO2,120,30,120,56,51,21,21
Florida,12,Miami-Dade,086,2015,2,CO2,122,31,122,34,10,15,5
Florida,12,Miami-Dade,086,2015,3,CO2,152,31,152,61,49,28,19
Florida,12,Miami-Dade,086,2015,4,CO2,122,31,122,94,40,25,19
Florida,12,Miami-Dade,086,2015,5,CO2,121,31,121,203,126,46,25
Florida,12,Miami-Dade,086,2015,6,CO2,150,30,150,477,318,87,54
Florida,12,Miami-Dade,086,2015,7,CO2,120,30,120,482,338,67,44
Florida,12,Miami-Dade,086,2015,8,CO2,150,30,150,422,468,57,56
Florida,12,Miami-Dade,086,2015,9,CO2,122,31,122,238,404,31,41
Florida,12,Miami-Dade,086,2015,10,CO2,124,31,124,200,310,32,35
Florida,12,Miami-Dade,086,2015,11,CO2,155,31,155,78,238,21,48
Florida,12,Miami-Dade,086,2015,12,CO2,124,31,124,54,141,17,29
Florida,12,Miami-Dade,086,2016,1,CO2,124,31,124,46,23,17,12
Florida,12,Miami-Dade,086,2016,2,CO2,155,31,155,83,48,31,16
Florida,12,Miami-Dade,086,2016,3,CO2,125,32,125,64,49,20,14
Florida,12,Miami-Dade,086,2016,4,CO2,127,33,127,110,59,30,17
Florida,12,Miami-Dade,086,2016,5,CO2,162,33,162,88,152,24,26
Florida,12,Miami-Dade,086,2016,6,CO2,130,33,130,195,302,34,35
Florida,12,Miami-Dade,086,2016,7,BGS,6,6,11,285,0,6,0
Florida,12,Miami-Dade,086,2016,7,CO2,132,33,132,297,281,58,50
Florida,12,Miami-Dade,086,2016,8,BGS,197,83,838,19921,31,196,10
Florida,12,Miami-Dade,086,2016,8,CO2,165,33,165,146,232,39,41
Florida,12,Miami-Dade,086,2016,9,BGS,387,115,1087,14519,72,359,17
Florida,12,Miami-Dade,086,2016,9,CO2,132,33,132,130,197,39,31
Florida,12,Miami-Dade,086,2016,10,BGS,523,127,1538,6339,67,461,17
Florida,12,Miami-Dade,086,2016,10,CO2,165,33,165,187,172,51,35
Florida,12,Miami-Dade,086,2016,11,BGS,366,123,1154,2208,13,305,6
Florida,12,Miami-Dade,086,2016,11,CO2,131,33,131,29,78,13,12
Florida,12,Miami-Dade,086,2016,12,BGS,402,103,516,1873,1,314,1
Florida,12,Miami-Dade,086,2016,12,CO2,131,33,131,47,16,13,2
Florida,12,Miami-Dade,086,2017,1,BGS,513,105,513,1633,4,365,3
Florida,12,Miami-Dade,086,2017,1,CO2,83,32,83,0,0,0,0
Florida,12,Miami-Dade,086,2017,2,BGS,417,105,417,1105,1,291,1
Florida,12,Miami-Dade,086,2017,2,CO2,9,3,9,0,0,0,0
Florida,12,Miami-Dade,086,2017,3,BGS,420,105,420,1752,21,308,5
Florida,12,Miami-Dade,086,2017,3,CO2,8,2,8,0,0,0,0
Florida,12,Miami-Dade,086,2017,4,BGS,449,123,449,2303,3,347,2
Florida,12,Miami-Dade,086,2017,4,CO2,8,2,8,0,0,0,0
Florida,12,Miami-Dade,086,2017,5,BGS,642,129,642,6295,5,550,2
Florida,12,Miami-Dade,086,2017,5,CO2,10,2,10,0,0,0,0
Florida,12,Miami-Dade,086,2017,6,BGS,520,130,520,9670,15,454,5
Florida,12,Miami-Dade,086,2017,6,CO2,8,2,8,0,0,0,0
Florida,12,Miami-Dade,086,2017,7,BGS,649,130,649,9151,22,586,11
Florida,12,Miami-Dade,086,2017,7,CO2,10,2,10,0,0,0,0
Florida,12,Miami-Dade,086,2017,8,BGS,520,130,520,4572,15,452,10
Florida,12,Miami-Dade,086,2017,8,CO2,8,2,8,0,0,0,0
Florida,12,Miami-Dade,086,2017,9,BGS,355,130,355,2935,16,299,9
Florida,12,Miami-Dade,086,2017,9,CO2,6,2,6,0,0,0,0
Florida,12,Miami-Dade,086,2017,10,BGS,650,130,650,4742,34,530,20
Florida,12,Miami-Dade,086,2017,10,CO2,10,2,10,0,0,0,0
Florida,12,Miami-Dade,086,2017,11,BGS,389,130,389,1321,23,274,10
Florida,12,Miami-Dade,086,2017,11,CO2,6,2,6,0,0,0,0
Florida,12,Miami-Dade,086,2017,12,BGS,518,130,518,1122,21,338,14
Florida,12,Miami-Dade,086,2017,12,CO2,8,2,8,0,0,0,0
Florida,12,Miami-Dade,086,2018,1,BGS,479,131,479,464,7,184,6
Florida,12,Miami-Dade,086,2018,1,CO2,140,35,140,14,14,6,5
Florida,12,Miami-Dade,086,2018,2,BGS,524,131,524,988,10,330,7
Florida,12,Miami-Dade,086,2018,2,CO2,140,35,140,72,8,15,4
Florida,12,Miami-Dade,086,2018,3,BGS,610,131,610,1182,5,336,4
Florida,12,Miami-Dade,086,2018,3,CO2,175,35,175,56,6,16,2
Florida,12,Miami-Dade,086,2018,4,BGS,524,131,524,1542,15,353,12
Florida,12,Miami-Dade,086,2018,4,CO2,140,35,140,78,22,20,6
Florida,12,Miami-Dade,086,2018,5,BGS,569,131,569,4850,28,458,19
Florida,12,Miami-Dade,086,2018,5,CO2,140,35,140,530,188,58,25
Florida,12,Miami-Dade,086,2018,6,BGS,610,132,610,9803,100,549,46
Florida,12,Miami-Dade,086,2018,6,CO2,175,35,175,1888,1254,102,71
Florida,12,Miami-Dade,086,2018,7,BGS,596,146,596,8467,89,540,36
Florida,12,Miami-Dade,086,2018,7,CO2,140,36,140,1194,908,68,57
Florida,12,Miami-Dade,086,2018,8,BGS,692,148,692,6813,102,596,58
Florida,12,Miami-Dade,086,2018,8,CO2,175,35,175,794,504,79,67
Florida,12,Miami-Dade,086,2018,9,BGS,590,148,590,4305,67,485,44
Florida,12,Miami-Dade,086,2018,9,CO2,140,35,140,422,378,63,40
Florida,12,Miami-Dade,086,2018,10,BGS,635,148,635,3094,34,491,23
Florida,12,Miami-Dade,086,2018,10,CO2,140,35,140,384,120,58,23
Florida,12,Miami-Dade,086,2018,11,BGS,592,148,592,1898,14,408,10
Florida,12,Miami-Dade,086,2018,11,CO2,175,35,175,132,118,34,24
Florida,12,Miami-Dade,086,2018,12,BGS,488,148,488,728,8,249,8
Florida,12,Miami-Dade,086,2018,12,CO2,140,35,140,90,44,23,6
Florida,12,Osceola,097,2012,7,CO2,41,21,42,100,74,9,20
Florida,12,Osceola,097,2012,8,CO2,69,22,69,29,116,9,25
Florida,12,Osceola,097,2012,9,CO2,82,21,82,34,120,13,20
Florida,12,Osceola,097,2012,10,CO2,105,21,105,24,113,9,29
Florida,12,Osceola,097,2012,11,CO2,21,21,21,0,18,0,7
Florida,12,Osceola,097,2012,12,CO2,1,1,1,0,0,0,0
Florida,12,Osceola,097,2013,8,CO2,1,1,1,0,1,0,1
Florida,12,Osceola,097,2013,9,CO2,99,21,102,14,81,7,21
Florida,12,Osceola,097,2013,10,CO2,80,20,80,6,87,4,21
Florida,12,Osceola,097,2014,3,CO2,36,20,36,5,8,2,4
Florida,12,Osceola,097,2014,4,CO2,80,20,80,17,39,8,18
Florida,12,Osceola,097,2014,5,CO2,80,20,80,19,42,8,20
Florida,12,Osceola,097,2014,6,CO2,104,21,104,99,110,20,36
Florida,12,Osceola,097,2014,7,CO2,86,22,94,117,206,16,40
Florida,12,Osceola,097,2014,8,CO2,85,22,85,56,97,16,33
Florida,12,Osceola,097,2014,9,CO2,105,21,105,57,99,17,32
Florida,12,Osceola,097,2014,10,CO2,90,24,91,42,118,12,35
Florida,12,Osceola,097,2014,11,CO2,32,23,32,2,46,2,9
Florida,12,Osceola,097,2014,12,CO2,21,21,21,1,10,1,4
Florida,12,Osceola,097,2015,1,CO2,17,17,17,3,10,1,4
Florida,12,Osceola,097,2015,3,CO2,43,22,43,3,30,3,6
Florida,12,Osceola,097,2015,4,CO2,66,22,66,14,97,7,14
Florida,12,Osceola,097,2015,5,CO2,69,23,69,7,62,5,16
Florida,12,Osceola,097,2015,6,CO2,92,24,92,29,257,9,45
Florida,12,Osceola,097,2015,7,CO2,92,23,92,48,226,10,39
Florida,12,Osceola,097,2015,8,CO2,116,24,117,92,465,16,52
Florida,12,Osceola,097,2015,9,CO2,92,24,93,31,164,9,30
Florida,12,Osceola,097,2015,10,CO2,91,23,93,36,73,10,26
Florida,12,Osceola,097,2015,11,CO2,68,23,68,16,27,8,14
Florida,12,Osceola,097,2015,12,CO2,22,22,22,2,6,1,4
Florida,12,Osceola,097,2016,2,BGS,4,4,4,0,1,0,1
Florida,12,Osceola,097,2016,2,CO2,97,24,98,5,30,3,13
Florida,12,Osceola,097,2016,3,BGS,12,12,12,0,3,0,2
Florida,12,Osceola,097,2016,3,CO2,86,27,88,2,14,2,9
Florida,12,Osceola,097,2016,4,BGS,15,9,15,10,4,2,3
Florida,12,Osceola,097,2016,4,CO2,72,24,73,8,40,5,18
Florida,12,Osceola,097,2016,5,BGS,26,8,26,6,67,2,13
Florida,12,Osceola,097,2016,5,CO2,73,23,73,7,38,5,21
Florida,12,Osceola,097,2016,6,BGS,42,19,43,23,110,6,25
Florida,12,Osceola,097,2016,6,CO2,36,12,36,6,51,4,11
Florida,12,Osceola,097,2016,7,BGS,89,42,89,97,212,21,48
Florida,12,Osceola,097,2016,7,CO2,18,11,18,7,27,3,6
Florida,12,Osceola,097,2016,8,BGS,115,37,116,88,311,28,60
Florida,12,Osceola,097,2016,8,CO2,15,9,15,0,1,0,1
Florida,12,Osceola,097,2016,9,BGS,94,36,94,95,127,14,29
Florida,12,Osceola,097,2016,9,CO2,17,12,18,0,3,0,2
Florida,12,Osceola,097,2016,10,BGS,118,32,118,25,90,11,25
Florida,12,Osceola,097,2016,10,CO2,8,5,8,1,0,1,0
Florida,12,Osceola,097,2016,11,BGS,100,35,103,22,37,6,12
Florida,12,Osceola,097,2016,12,BGS,55,37,55,15,39,4,6
Florida,12,Osceola,097,2017,1,BGS,62,34,62,13,46,5,15
Florida,12,Osceola,097,2017,2,BGS,73,33,73,23,53,5,15
Florida,12,Osceola,097,2017,3,BGS,67,39,67,33,39,5,8
Florida,12,Osceola,097,2017,4,BGS,71,35,71,40,16,11,9
Florida,12,Osceola,097,2017,5,BGS,66,35,66,38,56,10,17
Florida,12,Osceola,097,2017,5,CO2,2,2,2,11,0,1,0
Florida,12,Osceola,097,2017,6,BGS,118,38,118,297,361,37,59
Florida,12,Osceola,097,2017,6,CO2,11,10,11,1,8,1,3
Florida,12,Osceola,097,2017,7,BGS,130,36,133,261,451,36,67
Florida,12,Osceola,097,2017,7,CO2,4,4,4,0,6,0,1
Florida,12,Osceola,097,2017,8,BGS,124,39,126,200,399,26,55
Florida,12,Osceola,097,2017,8,CO2,4,2,4,0,23,0,3
Florida,12,Osceola,097,2017,9,BGS,93,35,93,70,131,17,19
Florida,12,Osceola,097,2017,10,BGS,158,36,159,36,140,17,26
Florida,12,Osceola,097,2017,10,CO2,2,2,2,0,3,0,1
Florida,12,Osceola,097,2017,11,BGS,97,37,97,24,98,6,15
Florida,12,Osceola,097,2017,12,BGS,63,37,63,3,39,2,8
Florida,12,Osceola,097,2018,1,BGS,9,9,9,0,0,0,0
Florida,12,Osceola,097,2018,1,CO2,6,6,6,0,0,0,0
Florida,12,Osceola,097,2018,2,BGS,70,37,70,5,18,3,6
Florida,12,Osceola,097,2018,2,CO2,3,3,3,0,0,0,0
Florida,12,Osceola,097,2018,3,BGS,62,41,62,1,3,1,1
Florida,12,Osceola,097,2018,3,CO2,9,9,9,0,0,0,0
Florida,12,Osceola,097,2018,4,BGS,52,36,52,4,11,1,2
Florida,12,Osceola,097,2018,4,CO2,7,7,7,0,2,0,1
Florida,12,Osceola,097,2018,5,BGS,86,36,86,47,131,10,16
Florida,12,Osceola,097,2018,5,CO2,9,8,9,0,16,0,1
Florida,12,Osceola,097,2018,6,BGS,62,37,62,81,214,11,23
Florida,12,Osceola,097,2018,7,BGS,92,46,92,65,215,15,29
Florida,12,Osceola,097,2018,8,BGS,85,38,85,53,311,11,26
Florida,12,Osceola,097,2018,9,BGS,73,37,73,30,172,6,23
Florida,12,Osceola,097,2018,9,CO2,3,2,3,0,0,0,0
Florida,12,Osceola,097,2018,10,BGS,93,41,93,31,189,11,24
Florida,12,Osceola,097,2018,11,BGS,63,43,63,8,99,3,13
Florida,12,Osceola,097,2018,12,BGS,36,36,36,1,53,1,5
Florida,12,Madison,079,2015,4,CO2,5,5,10,0,1,0,1
Florida,12,Madison,079,2015,5,CO2,10,5,20,0,25,0,4
